"","x"
"1",18.83299547305
"2",18.3515091023
"3",19.43829262485
"4",24.1568590582
"5",23.23515657705
"6",19.2869683369
"7",20.07110328355
"8",23.42775112535
"9",22.4235081235
"10",18.11764429365
"11",19.0668602817
"12",23.1938863167
"13",24.5970751686
"14",30.63628993315
"15",31.54423566085
"16",35.4098833803
"17",37.76228822025
"18",48.02482629395
"19",47.33698862145
"20",44.3517731228
"21",44.2417190952
"22",43.8290164917
"23",45.93379976955
"24",55.15082458105
"25",56.00374329495
"26",59.60801269885
"27",57.503229421
"28",48.13488032155
"29",47.50206966285
"30",44.7369622194
"31",45.2322053436
"32",47.33698862145
"33",45.98882678335
"34",40.23850384125
"35",41.3252873638
"36",46.0851240575
"37",45.8650160023
"38",44.94331352115
"39",45.0396107953
"40",45.46607015225
"41",46.77296173
"42",52.50952791865
"43",53.19736559115
"44",56.08628381565
"45",54.6693382103
"46",48.5613396785
"47",51.0100417926
"48",61.6577689629
"49",61.1625258387
"50",58.9614452867
"51",57.8058779969
"52",52.72963597385
"53",52.6058251928
"54",52.04179830135
"55",53.1560953308
"56",57.95720228485
"57",59.5392289316
"58",66.3350651359
"59",64.6292277081
"60",57.21433759855
"61",55.97622978805
"62",50.69363646325
"63",53.25239260495
"64",64.4366331598
"65",64.06520081665
"66",62.49693092335
"67",63.45990366485
"68",67.5731729464
"69",67.2980378774
"70",66.0874435738
"71",65.0694438185
"72",60.7223097283
"73",60.6122557007
"74",60.1170125765
"75",57.9984725452
"76",48.90525851475
"77",48.35498837675
"78",45.98882678335
"79",44.77823247975
"80",39.46812564805
"81",39.6744769498
"82",40.5549091706
"83",39.93585526535
"84",37.2532883426
"85",38.4363691393
"86",43.62266518995
"87",46.01634029025
"88",56.33390537775
"89",54.2291220999
"90",45.13590806945
"91",44.47558390385
"92",41.6279359397
"93",42.13693581735
"94",44.28298935555
"95",43.0861518054
"96",37.92736926165
"97",37.81731523405
"98",37.3358288633
"99",36.63423443735
"100",33.6215054318
"101",33.5389649111
"102",33.1262623076
"103",34.02045128185
"104",37.8310719875
"105",37.5834504254
"106",36.4829101494
"107",39.2892878532
"108",51.38147413575
"109",51.3952308892
"110",51.43650114955
"111",52.5232846721
"112",57.228094352
"113",55.59104069145
"114",48.49255591125
"115",47.4883129094
"116",43.1686923261
"117",44.75071897285
"118",51.54655517715
"119",52.59206843935
"120",57.0630133106
"121",54.21536534645
"122",41.9856115294
"123",41.3528008707
"124",38.6289636876
"125",38.03742328925
"126",35.492423901
"127",39.00039603075
"128",53.8164194964
"129",54.0090140447
"130",54.8619327586
"131",55.20585159485
"132",56.7053377209
"133",55.8799325139
"134",52.4407441514
"135",54.8069057448
"136",64.80806550295
"137",64.2165251046
"138",61.630255456
"139",61.4926879215
"140",60.8873907697
"141",58.86514801255
"142",50.14336632525
"143",48.38250188365
"144",40.6374496913
"145",39.7295039636
"146",35.78131572345
"147",34.5294511595
"148",29.1918308209
"149",30.9251817556
"150",38.5464231669
"151",39.1242068118
"152",41.61417918625
"153",40.29353085505
"154",34.68077544745
"155",37.4733963978
"156",49.4967989131
"157",51.0375552995
"158",57.77836449
"159",58.92017502635
"160",63.7212819804
"161",65.0694438185
"162",70.91606403475
"163",70.5996587054
"164",69.2514968673
"165",69.26525362075
"166",69.32028063455
"167",67.6006864533
"168",60.254580111
"169",61.2450663594
"170",65.46838966855
"171",65.35833564095
"172",64.8768492702
"173",67.6006864533
"174",79.3489538996
"175",81.9077100413
"176",93.11946410305
"177",93.64222073415
"178",95.9120850534
"179",95.6369499844
"180",94.49513944805
"181",94.08243684455
"182",92.2527886357
"183",94.19249087215
"184",102.55659696975
"185",101.4973269541
"186",96.97135506905
"187",95.747004012
"188",90.45065393375
"189",90.5744647148
"190",91.13849160625
"191",89.04746508185
"192",80.0367915721
"193",78.2484136236
"194",70.36579389675
"195",72.4155501608
"196",81.06854808085
"197",80.2018726135
"198",76.41876541475
"199",74.49281993175
"200",66.1699840945
"201",65.16574109265
"202",60.8598772628
"203",60.2820936179
"204",57.81963475035
"205",58.6587967108
"206",62.2630661147
"207",64.5742006943
"208",74.32773889035
"209",74.96054954905
"210",77.6981434856
"211",73.9563065472
"212",70.2419831157
"213",66.51390293075
"214",62.38687689575
"215",59.0439858074
"216",55.31590562245
"217",51.5878254375
"218",47.85974525255
"219",45.672421454
"220",44.1316650676
"221",48.07985330775
"222",52.01428479445
"223",57.5307429279
"224",63.0609578148
"225",63.28106587
"226",63.21228210275
"227",59.154039835
"228",54.4217166482
"229",53.5687979343
"230",49.42801514585
"231",44.94331352115
"232",23.661615934
"233",22.0933460407
"234",14.5546451501
"235",13.9493479983
"236",11.12921354105
"237",10.5651866496
"238",7.8688629734
"239",7.96516024755
"240",8.4191331114
"241",8.4191331114
"242",8.46040337175
"243",8.5842141528
"244",9.23078156495
"245",9.4371328667
"246",10.46888937545
"247",10.8403217186
"248",12.55991589985
"249",12.36732135155
"250",11.40434861005
"251",10.6752406772
"252",7.24980906815
"253",7.27732257505
"254",7.428646863
"255",7.6487549182
"256",8.7492951942
"257",9.28580857875
"258",11.84456472045
"259",11.87207822735
"260",12.0234025153
"261",11.67948367905
"262",10.00115975815
"263",10.24878132025
"264",11.40434861005
"265",13.22024006545
"266",21.8182109717
"267",20.62137342155
"268",20.084860037
"269",19.6721574335
"270",19.25945483
"271",18.8467522265
"272",18.434049623
"273",18.0213470195
"274",17.608644416
"275",17.1959418125
"276",16.783239209
"277",16.3705366055
"278",15.8202664675
"279",15.36629360365
"280",15.14618554845
"281",15.2699963295
"282",15.957834002
"283",16.3980501124
"284",18.44780637645
"285",18.44780637645
"286",18.44780637645
"287",17.62240116945
"288",13.6466994224
"289",12.97261850335
"290",9.7122679357
"291",10.13872729265
"292",12.2159970636
"293",12.7112401878
"294",15.06364502775
"295",15.132428795
"296",15.47634763125
"297",16.68694193485
"298",22.38223786315
"299",22.9737782615
"300",25.82142622565
"301",27.2108583241
"302",33.82785673355
"303",34.68077544745
"304",38.7115042083
"305",40.01839578605
"306",46.40152938685
"307",47.2131778404
"308",51.16136608055
"309",49.8544745028
"310",43.65017869685
"311",40.37607137575
"312",24.58331841515
"313",24.5970751686
"314",24.61083192205
"315",24.06056178405
"316",21.5155623958
"317",22.05207578035
"318",24.63834542895
"319",24.08807529095
"320",21.4880488889
"321",23.09758904255
"322",30.66380344005
"323",30.7050737004
"324",30.9251817556
"325",34.24055933705
"326",47.2131778404
"327",47.3782588818
"328",48.07985330775
"329",48.52006941815
"330",50.2396635994
"331",49.40050163895
"332",46.0576105506
"333",47.4332858956
"334",52.83969000145
"335",53.30741961875
"336",55.15082458105
"337",53.7613924826
"338",48.32747486985
"339",46.0300970437
"340",36.99191002705
"341",36.46915339595
"342",34.4193971319
"343",34.43315388535
"344",34.48818089915
"345",34.76331596815
"346",35.9326400114
"347",36.38661287525
"348",38.17499082375
"349",37.7210179599
