"","x"
"1",-0.0164770467844697
"2",-0.0032894766503988
"3",-0.00466246594990949
"4",-0.00224182558923403
"5",-0.00117164629689093
"6",-0.00195579956730452
"7",0.00546662821736721
"8",-0.00312012733624378
"9",-0.00312989300892763
"10",0.00537346806114325
"11",-0.00468796639399116
"12",-0.0106289751770605
"13",-0.00277420171978449
"14",0.00247733367544889
"15",0.000395804477758332
"16",-0.00416378117177985
"17",0.00327300069025149
"18",0.00286745635740093
"19",-0.00415554174728694
"20",0.00198098321518358
"21",0.00916036939866416
"22",-0.00402810388932817
"23",-0.00295770697723263
"24",0.0100207145617146
"25",-0.00578404632007601
"26",-0.00512568889583598
"27",-0.00545014478953831
"28",-0.00468105032845756
"29",-0.0171168093639622
"30",-0.00539688698553942
"31",-0.0808854151124194
"32",-0.0171956001175166
"33",-0.0142924392998887
"34",-0.00102874787606355
"35",-0.0150950610672012
"36",0.0177219827994124
"37",0.00783961295142177
"38",-0.00169904328124071
"39",0.000906515642815631
"40",-0.00738933618622539
"41",-0.00836441427789714
"42",-0.00565396994558132
"43",0.00477911953523869
"44",0.0235138924808331
"45",-0.0138183193201535
"46",0.0119042276475407
"47",0.00528298873871735
"48",-0.00494494152157055
"49",0.00393546356023533
"50",-0.0117396088072605
"51",0.00351374688522599
"52",0.0036141896129398
"53",-0.00690087019382934
"54",0.00701360341079127
"55",0.00303900284540015
"56",0.00537997262680623
"57",-0.00785549994030887
"58",0.00729643468283347
"59",-0.000671291141789876
"60",0.0164283859086853
"61",0.00154015431984833
"62",0.00329236469481531
"63",-0.0495245194221097
"64",0.00207015600095639
"65",-0.0126020512787743
"66",-0.00454784761465321
"67",0.00326721410823838
"68",-0.0413852161628547
"69",-0.0288232787304996
"70",0.00821410965692193
"71",0.00272311097843536
"72",0.00726648926768236
"73",-0.00825585368180093
"74",-0.0089486055760144
"75",-0.00262516558036285
"76",-0.00716038484235515
"77",0.007535830688703
"78",0.00125046908879067
"79",0.000374836013634638
"80",0.00672313289369653
"81",0.0106147627116342
"82",-0.00258159833587035
"83",0.00662497822431218
"84",-0.0185121910083588
"85",-0.00336889706610455
"86",0.000124976567056123
"87",-0.00513689032860221
"88",-0.010861435394744
"89",-0.00509230890371271
"90",0.00114803252611573
"91",-0.000127494103570491
"92",0.00381776997180072
"93",0.00139620508814353
"94",-0.00114220457877678
"95",-0.0116228398279929
"96",-0.00734965593225745
"97",0.0166841652422378
"98",0.0281107730576262
"99",0.0021014903586587
"100",0.00283618169030442
"101",-0.00147874333785358
"102",0.00283233980368003
"103",0.00441718509626465
"104",0.014101862670973
"105",-0.000603755376669124
"106",-0.00290311078457739
"107",-0.000363482163086015
"108",-0.00169799919511648
"109",-0.00633221794367778
"110",-0.00428475895789049
"111",-0.00442641814576605
"112",-0.00866342052220803
"113",0.000993912369061434
"114",0.000992925488056073
"115",-0.0138656896352232
"116",0.00251256413588274
"117",-0.00351936009306364
"118",0.00188691168633781
"119",0.00163244840672583
"120",-0.00326756605925205
"121",-0.00974013139576613
"122",0.0104951333191354
"123",0.0163436985850698
"124",0.00788861480269798
"125",-0.00788861480269798
"126",-0.00545974802072902
"127",0.00471698987813873
"128",0.00973573528834137
"129",-0.00491763961280611
"130",0.00626576163817294
"131",0.0110834823167782
"132",0.00531530606334529
"133",-0.00895564499431956
"134",-0.000608013638236038
"135",-0.0043886453468982
"136",0.00231862938703609
"137",0.0133190006203114
"138",-0.000721934816580116
"139",0.00336457899714526
"140",0.00323372938837796
"141",-0.00720031911949537
"142",0.00334859650937425
"143",-0.00010203561051636
"144",-0.00312612975521853
"145",-0.0122373854029201
"146",-0.00635932190829225
"147",0.00794285351393675
"148",0.00206699569003188
"149",0.00496759972293059
"150",-0.00472470440961636
